PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Download_URL,Download_Status,PDF_Filename,Error_Message
27659261,Fullerenes as Anti-Aging Antioxidants,"Galvan YP, Alperovich I, Zolotukhin P, Prazdnova E, Mazanko M, Belanova A, Chistyakov V.",Curr Aging Sci. 2017;10(1):56-67. doi: 10.2174/1874609809666160921120008.,Galvan YP,Curr Aging Sci,2017,2016/9/24,,,10.2174/1874609809666160921120008,,Failed,,No download link found: 10.2174/1874609809666160921120008
15501020,Stressors and antistressors: how do they influence life span in HER-2/neu transgenic mice?,"Semenchenko GV, Anisimov VN, Yashin AI.",Exp Gerontol. 2004 Oct;39(10):1499-511. doi: 10.1016/j.exger.2004.08.007.,Semenchenko GV,Exp Gerontol,2004,2004/10/27,,,10.1016/j.exger.2004.08.007,,Success,PMID15501020.pdf,
36063238,Age-Associated Different Transcriptome Profiling in Zebrafish and Rats: an Insight into the Diversity of Vertebrate Aging,"Kijima Y, Wantong W, Igarashi Y, Yoshitake K, Asakawa S, Suzuki Y, Watabe S, Kinoshita S.",Mar Biotechnol (NY). 2022 Oct;24(5):895-910. doi: 10.1007/s10126-022-10153-9. Epub 2022 Sep 5.,Kijima Y,Mar Biotechnol (NY),2022,2022/9/5,,,10.1007/s10126-022-10153-9,,Success,PMID36063238.pdf,
10875265,Assessment of growth parameters and life span of GHR/BP gene-disrupted mice,"Coschigano KT, Clemmons D, Bellush LL, Kopchick JJ.",Endocrinology. 2000 Jul;141(7):2608-13. doi: 10.1210/endo.141.7.7586.,Coschigano KT,Endocrinology,2000,2000/6/30,,,10.1210/endo.141.7.7586,,Success,PMID10875265.pdf,
25902450,Aging As An Evolvability-Increasing Program Which Can Be Switched Off By Organism To Mobilize Additional Resources For Survival,"Skulachev MV, Severin FF, Skulachev VP.",Curr Aging Sci. 2015 Apr 22. Online ahead of print.,Skulachev MV,Curr Aging Sci,2015,2015/4/23,,,,,Failed,,No download link found: 25902450
25038516,"Dietary restriction ameliorates haematopoietic ageing independent of telomerase, whilst lack of telomerase and short telomeres exacerbates the ageing phenotype","Al-Ajmi N, Saretzki G, Miles C, Spyridopoulos I.",Exp Gerontol. 2014 Oct;58:113-9. doi: 10.1016/j.exger.2014.07.010. Epub 2014 Jul 17.,Al-Ajmi N,Exp Gerontol,2014,2014/7/20,,,10.1016/j.exger.2014.07.010,,Failed,,"(""Connection broken: ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接�?, None, 10054, None)"", ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接�?, None, 10054, None))"
30233703,Aerobic exercise-stimulated Klotho upregulation extends life span by attenuating the excess production of reactive oxygen species in the brain and kidney,"Ji N, Luan J, Hu F, Zhao Y, Lv B, Wang W, Xia M, Zhao X, Lao K.",Exp Ther Med. 2018 Oct;16(4):3511-3517. doi: 10.3892/etm.2018.6597. Epub 2018 Aug 13.,Ji N,Exp Ther Med,2018,2018/9/21,PMC6143843,,10.3892/etm.2018.6597,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/11/55/PMC6143843.tar.gz,Match Found,,
21374985,[Research on anti-aging effect of mouse placenta cells transplantation],"Li J, Zhang H, Liu G.",Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2010 Dec;27(6):1312-6.,Li J,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2010,2011/3/8,,,,,Failed,,No download link found: 21374985
17784782,Buffering mechanisms in aging: a systems approach toward uncovering the genetic component of aging,"Bergman A, Atzmon G, Ye K, MacCarthy T, Barzilai N.",PLoS Comput Biol. 2007 Aug;3(8):e170. doi: 10.1371/journal.pcbi.0030170. Epub 2007 Jul 18.,Bergman A,PLoS Comput Biol,2007,2007/9/6,PMC1963511,,10.1371/journal.pcbi.0030170,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c0/9f/PMC1963511.tar.gz,Match Found,,
37818604,Anti-Aging of the Nervous System and Related Neurodegenerative Diseases With Chinese Herbal Medicine,"Du X, Lou N, Hu S, Xiao R, Chu C, Huang Q, Lu L, Li S, Yang J.",Am J Alzheimers Dis Other Demen. 2023 Jan-Dec;38:15333175231205445. doi: 10.1177/15333175231205445.,Du X,Am J Alzheimers Dis Other Demen,2023,2023/10/11,PMC10624054,,10.1177/15333175231205445,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/33/ee/PMC10624054.tar.gz,Match Found,,
36796559,Effect of fermentation modification on the physicochemical characteristics and anti-aging related activities of Polygonatum kingianum polysaccharides,"Yang JJ, Zhang X, Dai JF, Ma YG, Jiang JG.",Int J Biol Macromol. 2023 Apr 30;235:123661. doi: 10.1016/j.ijbiomac.2023.123661. Epub 2023 Feb 14.,Yang JJ,Int J Biol Macromol,2023,2023/2/16,,,10.1016/j.ijbiomac.2023.123661,,Failed,,No download link found: 10.1016/j.ijbiomac.2023.123661
39693025,Resveratrol and Its Analogues: Anti-ageing Effects and Underlying Mechanisms,"Zhou DD, Cheng J, Li J, Wu SX, Xiong RG, Huang SY, Cheung PC, Li HB.",Subcell Biochem. 2024;107:183-203. doi: 10.1007/978-3-031-66768-8_9.,Zhou DD,Subcell Biochem,2024,2024/12/18,,,10.1007/978-3-031-66768-8_9,,Failed,,No download link found: 10.1007/978-3-031-66768-8_9
37240439,Transcriptomic Analysis of the Effect of Torin-2 on the Central Nervous System of Drosophila melanogaster,"Vershinina YS, Krasnov GS, Garbuz DG, Shaposhnikov MV, Fedorova MS, Pudova EA, Katunina IV, Kornev AB, Zemskaya NV, Kudryavtsev AA, Bulavkina EV, Matveeva AA, Ulyasheva NS, Guvatova ZG, Anurov AA, Moskalev AA, Kudryavtseva AV.",Int J Mol Sci. 2023 May 22;24(10):9095. doi: 10.3390/ijms24109095.,Vershinina YS,Int J Mol Sci,2023,2023/5/27,PMC10219255,,10.3390/ijms24109095,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/81/17/PMC10219255.tar.gz,Match Found,,
37105504,Inoculation of lymphocytes from young mice prevents progression of age-related hearing loss in a senescence-associated mouse model,"Mitani A, Iwai H, Inaba M, Van Bui D, Miwa T, Nguyen LM, Hanh CH, Sakagami T, Suzuki K, Kobayashi Y, Yun Y, Sugita Y, Kanda A.",Exp Gerontol. 2023 Jun 15;177:112184. doi: 10.1016/j.exger.2023.112184. Epub 2023 May 4.,Mitani A,Exp Gerontol,2023,2023/4/27,,,10.1016/j.exger.2023.112184,,Failed,,No download link found: 10.1016/j.exger.2023.112184
16224592,Metformin decelerates aging and development of mammary tumors in HER-2/neu transgenic mice,"Anisimov VN, Egormin PA, Bershtein LM, Zabezhinskii MA, Piskunova TS, Popovich IG, Semenchenko AV.",Bull Exp Biol Med. 2005 Jun;139(6):721-3. doi: 10.1007/s10517-005-0389-9.,Anisimov VN,Bull Exp Biol Med,2005,2005/10/15,,,10.1007/s10517-005-0389-9,,Success,PMID16224592.pdf,
38338638,Effect of Different Edible Trichosanthes Germplasm on Its Seed Oil to Enhance Antioxidant and Anti-Aging Activity in Caenorhabditis elegans,"Wang W, Li S, Zhu Y, Zhu R, Du X, Cui X, Wang H, Cheng Z.",Foods. 2024 Feb 5;13(3):503. doi: 10.3390/foods13030503.,Wang W,Foods,2024,2024/2/10,PMC10855050,,10.3390/foods13030503,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/92/77/PMC10855050.tar.gz,Match Found,,
28992336,"Molecular and cytogenetic effects of Thai royal jelly: modulation through c-MYC, h-TERT, NRF2, HO-1, BCL2, BAX and cyclins in human lymphocytes in vitro","Jenkhetkan W, Thitiorul S, Jansom C, Ratanavalachai T.",Mutagenesis. 2017 Oct 17;32(5):525-531. doi: 10.1093/mutage/gex020.,Jenkhetkan W,Mutagenesis,2017,2017/10/10,,,10.1093/mutage/gex020,,Success,PMID28992336.pdf,
38505525,Rapamycin does not alter bone microarchitecture or material properties quality in young-adult and aged female C57BL/6 mice,"Devine CC, Brown KC, Paton KO, Heveran CM, Martin SA.",JBMR Plus. 2024 Jan 10;8(2):ziae001. doi: 10.1093/jbmrpl/ziae001. eCollection 2024 Feb.,Devine CC,JBMR Plus,2024,2024/3/20,PMC10945714,,10.1093/jbmrpl/ziae001,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/18/f2/PMC10945714.tar.gz,Match Found,,
33121118,Treating Senescence like Cancer: Novel Perspectives in Senotherapy of Chronic Diseases,"Mongelli A, Atlante S, Barbi V, Bachetti T, Martelli F, Farsetti A, Gaetano C.",Int J Mol Sci. 2020 Oct 27;21(21):7984. doi: 10.3390/ijms21217984.,Mongelli A,Int J Mol Sci,2020,2020/10/30,PMC7663758,,10.3390/ijms21217984,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/ed/78/PMC7663758.tar.gz,Match Found,,
37190667,"Rapamycin treatment increases survival, autophagy biomarkers and expression of the anti-aging klotho protein in elderly mice","Szőke K, Bódi B, Hendrik Z, Czompa A, Gyöngyösi A, Haines DD, Papp Z, Tósaki Á, Lekli I.",Pharmacol Res Perspect. 2023 Jun;11(3):e01091. doi: 10.1002/prp2.1091.,Szőke K,Pharmacol Res Perspect,2023,2023/5/16,PMC10185870,,10.1002/prp2.1091,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b1/90/PMC10185870.tar.gz,Match Found,,
23107558,A metabolic signature predicts biological age in mice,"Tomás-Loba A, Bernardes de Jesus B, Mato JM, Blasco MA.",Aging Cell. 2013 Feb;12(1):93-101. doi: 10.1111/acel.12025. Epub 2012 Dec 2.,Tomás-Loba A,Aging Cell,2013,2012/10/31,PMC3552107,NIHMS417957,10.1111/acel.12025,,Success,PMID23107558.pdf,
15256044,Hormetic mechanisms of anti-aging and rejuvenating effects of repeated mild heat stress on human fibroblasts in vitro,Rattan SI.,Rejuvenation Res. 2004 Spring;7(1):40-8. doi: 10.1089/154916804323105071.,Rattan SI,Rejuvenation Res,2004,2004/7/17,,,10.1089/154916804323105071,,Success,PMID15256044.pdf,
30559463,The polygenic nature of telomere length and the anti-ageing properties of lithium,"Coutts F, Palmos AB, Duarte RRR, de Jong S, Lewis CM, Dima D, Powell TR.",Neuropsychopharmacology. 2019 Mar;44(4):757-765. doi: 10.1038/s41386-018-0289-0. Epub 2018 Dec 18.,Coutts F,Neuropsychopharmacology,2019,2018/12/19,PMC6372618,EMS82925,10.1038/s41386-018-0289-0,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/2d/bb/PMC6372618.tar.gz,Match Found,,
15236765,Anti-aging effects of anti-lipolytic drugs,"Donati A, Cavallini G, Carresi C, Gori Z, Parentini I, Bergamini E.",Exp Gerontol. 2004 Jul;39(7):1061-7. doi: 10.1016/j.exger.2004.03.025.,Donati A,Exp Gerontol,2004,2004/7/9,,,10.1016/j.exger.2004.03.025,,Success,PMID15236765.pdf,
35220894,Intermittent time-restricted feeding promotes longevity through circadian autophagy,"Yin Z, Klionsky DJ.",Autophagy. 2022 Mar;18(3):471-472. doi: 10.1080/15548627.2022.2039524. Epub 2022 Feb 27.,Yin Z,Autophagy,2022,2022/2/28,PMC9037462,,10.1080/15548627.2022.2039524,,Success,PMID35220894.pdf,
31485887,"The enigmatic role of growth hormone in age-related diseases, cognition, and longevity","Colon G, Saccon T, Schneider A, Cavalcante MB, Huffman DM, Berryman D, List E, Ikeno Y, Musi N, Bartke A, Kopchick J, Kirkland JL, Tchkonia T, Masternak MM.",Geroscience. 2019 Dec;41(6):759-774. doi: 10.1007/s11357-019-00096-w. Epub 2019 Sep 4.,Colon G,Geroscience,2019,2019/9/6,PMC6925094,,10.1007/s11357-019-00096-w,,Success,PMID31485887.pdf,
40224297,Unraveling the metabolic heterogeneity and commonality in senescent cells using systems modeling,"Li GH, Li YH, Yu Q, Zhou QQ, Zhang RF, Weng CJ, Ge MX, Kong QP.",Life Med. 2025 Jan 20;4(2):lnaf003. doi: 10.1093/lifemedi/lnaf003. eCollection 2025 Apr.,Li GH,Life Med,2025,2025/4/14,PMC11992571,,10.1093/lifemedi/lnaf003,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/b2/ba/PMC11992571.tar.gz,Match Found,,
29605632,Long-term administration of pDC-Stimulative Lactococcus lactis strain decelerates senescence and prolongs the lifespan of mice,"Sugimura T, Jounai K, Ohshio K, Suzuki H, Kirisako T, Sugihara Y, Fujiwara D.",Int Immunopharmacol. 2018 May;58:166-172. doi: 10.1016/j.intimp.2018.03.024. Epub 2018 Mar 30.,Sugimura T,Int Immunopharmacol,2018,2018/4/2,,,10.1016/j.intimp.2018.03.024,,Success,PMID29605632.pdf,
28651373,Sex-dependent Differences in Liver and Gut Metabolomic Profiles With Acarbose and Calorie Restriction in C57BL/6 Mice,"Gibbs VK, Brewer RA, Miyasaki ND, Patki A, Smith DL Jr.",J Gerontol A Biol Sci Med Sci. 2018 Jan 16;73(2):157-165. doi: 10.1093/gerona/glx127.,Gibbs VK,J Gerontol A Biol Sci Med Sci,2018,2017/6/28,PMC5861978,,10.1093/gerona/glx127,,Success,PMID28651373.pdf,
12424795,Anti-aging effects of caloric restriction: Involvement of neuroendocrine adaptation by peripheral signaling,"Chiba T, Yamaza H, Higami Y, Shimokawa I.",Microsc Res Tech. 2002 Nov 15;59(4):317-24. doi: 10.1002/jemt.10211.,Chiba T,Microsc Res Tech,2002,2002/11/9,,,10.1002/jemt.10211,,Success,PMID12424795.pdf,
35666743,Down-expression of klotho in canine mammary gland tumors and its prognostic significance,"Chung H, Lee S, Kim GA, Kim WH.",PLoS One. 2022 Jun 6;17(6):e0265248. doi: 10.1371/journal.pone.0265248. eCollection 2022.,Chung H,PLoS One,2022,2022/6/6,PMC9170104,,10.1371/journal.pone.0265248,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/1e/47/PMC9170104.tar.gz,Match Found,,
16399897,Central and peripheral effects of insulin/IGF-1 signaling in aging and cancer: antidiabetic drugs as geroprotectors and anticarcinogens,"Anisimov VN, Berstein LM, Popovich IG, Zabezhinski MA, Egormin PA, Tyndyk ML, Anikin IV, Semenchenko AV, Yashin AI.",Ann N Y Acad Sci. 2005 Dec;1057:220-34. doi: 10.1196/annals.1356.017.,Anisimov VN,Ann N Y Acad Sci,2005,2006/1/10,,,10.1196/annals.1356.017,,Success,PMID16399897.pdf,
28518407,NAD(+) : A big player in cardiac and skeletal muscle remodeling and aging,"Chaturvedi P, Tyagi SC.",J Cell Physiol. 2018 Mar;233(3):1895-1896. doi: 10.1002/jcp.26014. Epub 2017 Jul 7.,Chaturvedi P,J Cell Physiol,2018,2017/5/19,PMC5694390,NIHMS878772,10.1002/jcp.26014,,Success,PMID28518407.pdf,
26246312,"Slowed ageing, welfare, and population problems",Wareham C.,Theor Med Bioeth. 2015 Oct;36(5):321-40. doi: 10.1007/s11017-015-9337-5.,Wareham C,Theor Med Bioeth,2015,2015/8/7,,,10.1007/s11017-015-9337-5,,Success,PMID26246312.pdf,
23454761,Rapalogs and mTOR inhibitors as anti-aging therapeutics,"Lamming DW, Ye L, Sabatini DM, Baur JA.",J Clin Invest. 2013 Mar;123(3):980-9. doi: 10.1172/JCI64099. Epub 2013 Mar 1.,Lamming DW,J Clin Invest,2013,2013/3/5,PMC3582126,,10.1172/JCI64099,,Failed,,No download link found: 10.1172/JCI64099
28952452,Targeting neuroinflammation - a potential for anti-aging interventions,"Cady G, Sadagurski M.",Aging (Albany NY). 2017 Sep 22;9(9):1951-1952. doi: 10.18632/aging.101296.,Cady G,Aging (Albany NY),2017,2017/9/28,PMC5636665,,10.18632/aging.101296,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c1/52/PMC5636665.tar.gz,Match Found,,
39571580,Nutrient control of growth and metabolism through mTORC1 regulation of mRNA splicing,"Ogawa T, Isik M, Wu Z, Kurmi K, Meng J, Cho S, Lee G, Fernandez-Cardenas LP, Mizunuma M, Blenis J, Haigis MC, Blackwell TK.",Mol Cell. 2024 Dec 5;84(23):4558-4575.e8. doi: 10.1016/j.molcel.2024.10.037. Epub 2024 Nov 20.,Ogawa T,Mol Cell,2024,2024/11/21,,,10.1016/j.molcel.2024.10.037,,Failed,,No download link found: 10.1016/j.molcel.2024.10.037
22094424,Yeast aging and apoptosis,"Laun P, Büttner S, Rinnerthaler M, Burhans WC, Breitenbach M.",Subcell Biochem. 2012;57:207-32. doi: 10.1007/978-94-007-2561-4_10.,Laun P,Subcell Biochem,2012,2011/11/19,,,10.1007/978-94-007-2561-4_10,,Success,PMID22094424.pdf,
31645900,"Mechanisms by which PE21, an extract from the white willow Salix alba, delays chronological aging in budding yeast","Medkour Y, Mohammad K, Arlia-Ciommo A, Svistkova V, Dakik P, Mitrofanova D, Rodriguez MEL, Junio JAB, Taifour T, Escudero P, Goltsios FF, Soodbakhsh S, Maalaoui H, Simard É, Titorenko VI.",Oncotarget. 2019 Oct 8;10(56):5780-5816. doi: 10.18632/oncotarget.27209. eCollection 2019 Oct 8.,Medkour Y,Oncotarget,2019,2019/10/25,PMC6791382,,10.18632/oncotarget.27209,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/97/5e/PMC6791382.tar.gz,Match Found,,
12844540,Does anti-aging equal anti-microbial?,Lithgow GJ.,Sci Aging Knowledge Environ. 2003 Jun 25;2003(25):PE16. doi: 10.1126/sageke.2003.25.pe16.,Lithgow GJ,Sci Aging Knowledge Environ,2003,2003/7/8,,,10.1126/sageke.2003.25.pe16,,Failed,,No download link found: 10.1126/sageke.2003.25.pe16
33340523,Decline in biological resilience as key manifestation of aging: Potential mechanisms and role in health and longevity,"Ukraintseva S, Arbeev K, Duan M, Akushevich I, Kulminski A, Stallard E, Yashin A.",Mech Ageing Dev. 2021 Mar;194:111418. doi: 10.1016/j.mad.2020.111418. Epub 2020 Dec 16.,Ukraintseva S,Mech Ageing Dev,2021,2020/12/19,PMC7882032,NIHMS1657237,10.1016/j.mad.2020.111418,,Success,PMID33340523.pdf,
25651869,Chemical genomics approach to identify genes associated with sensitivity to rapamycin in the fission yeast Schizosaccharomyces pombe,"Doi A, Fujimoto A, Sato S, Uno T, Kanda Y, Asami K, Tanaka Y, Kita A, Satoh R, Sugiura R.",Genes Cells. 2015 Apr;20(4):292-309. doi: 10.1111/gtc.12223. Epub 2015 Feb 5.,Doi A,Genes Cells,2015,2015/2/6,,,10.1111/gtc.12223,,Success,PMID25651869.pdf,
28861960,"[Recent advances in anti-aging study of 2,3,5,4'-tetrahydroxystilbene-2-O-beta-D-glucopyranoside--a main component of Polygonum multiflorum]","Li YH, Wang YF, Zhu Y.",Zhongguo Zhong Yao Za Zhi. 2016 Jan;41(2):182-185. doi: 10.4268/cjcmm20160205.,Li YH,Zhongguo Zhong Yao Za Zhi,2016,2017/9/2,,,10.4268/cjcmm20160205,,Failed,,No download link found: 10.4268/cjcmm20160205
25027560,Voluntary exercise promotes beneficial anti-aging mechanisms in SAMP8 female brain,"Bayod S, Guzmán-Brambila C, Sanchez-Roige S, Lalanza JF, Kaliman P, Ortuño-Sahagun D, Escorihuela RM, Pallàs M.",J Mol Neurosci. 2015 Feb;55(2):525-32. doi: 10.1007/s12031-014-0376-6. Epub 2014 Jul 16.,Bayod S,J Mol Neurosci,2015,2014/7/17,,,10.1007/s12031-014-0376-6,,Success,PMID25027560.pdf,
20405733,"[Effect of delta-sleep inducing peptide preparation Deltaran on longevity, physiological functions, and carcinogenesis in mice]","Voĭtenkov VB, Popovich IG, Zabezhinskiĭ MA, Iurova MA, Piskunova TA, Mikhaleva II.",Adv Gerontol. 2009;22(4):646-54.,Voĭtenkov VB,Adv Gerontol,2009,2010/4/22,,,,,Failed,,No download link found: 20405733
24153335,Model-based identification of drug targets that revert disrupted metabolism and its application to ageing,"Yizhak K, Gabay O, Cohen H, Ruppin E.",Nat Commun. 2013;4:2632. doi: 10.1038/ncomms3632.,Yizhak K,Nat Commun,2013,2013/10/25,,,10.1038/ncomms3632,,Success,PMID24153335.pdf,
16399906,Caloric restriction mimetics: the next phase,"Roth GS, Lane MA, Ingram DK.",Ann N Y Acad Sci. 2005 Dec;1057:365-71. doi: 10.1196/annals.1356.027.,Roth GS,Ann N Y Acad Sci,2005,2006/1/10,,,10.1196/annals.1356.027,,Success,PMID16399906.pdf,
30659860,Brain region-specific effects of long-term caloric restriction on redox balance of the aging rat,"Moyse E, Arsenault M, Gaudreau P, Ferland G, Ramassamy C.",Mech Ageing Dev. 2019 Apr;179:51-59. doi: 10.1016/j.mad.2019.01.002. Epub 2019 Jan 16.,Moyse E,Mech Ageing Dev,2019,2019/1/20,,,10.1016/j.mad.2019.01.002,,Success,PMID30659860.pdf,
24063054,"Rapamycin, anti-aging, and avoiding the fate of Tithonus",Richardson A.,J Clin Invest. 2013 Aug;123(8):3204-6. doi: 10.1172/jci70800.,Richardson A,J Clin Invest,2013,2013/9/25,PMC3726178,,10.1172/jci70800,,Failed,,No download link found: 10.1172/jci70800
40621082,The role of ginseng in aging: Insights into regulatory T cells activation and mitochondrial regulation,"Iqbal H, Rhee DK.",J Ginseng Res. 2025 Jul;49(4):376-388. doi: 10.1016/j.jgr.2025.05.005. Epub 2025 May 16.,Iqbal H,J Ginseng Res,2025,2025/7/7,PMC12223528,,10.1016/j.jgr.2025.05.005,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/19/d1/PMC12223528.tar.gz,Match Found,,
8633033,"Calorie restriction lowers body temperature in rhesus monkeys, consistent with a postulated anti-aging mechanism in rodents","Lane MA, Baer DJ, Rumpler WV, Weindruch R, Ingram DK, Tilmont EM, Cutler RG, Roth GS.",Proc Natl Acad Sci U S A. 1996 Apr 30;93(9):4159-64. doi: 10.1073/pnas.93.9.4159.,Lane MA,Proc Natl Acad Sci U S A,1996,1996/4/30,PMC39504,,10.1073/pnas.93.9.4159,,Success,PMID8633033.pdf,
30822779,Improvements in the Rearing of the Tachinid Parasitoid Exorista larvarum (Diptera: Tachinidae): Influence of Adult Food on Female Longevity and Reproduction Capacity,"Dindo ML, Rezaei M, De Clercq P.",J Insect Sci. 2019 Mar 1;19(2):6. doi: 10.1093/jisesa/iey122.,Dindo ML,J Insect Sci,2019,2019/3/2,PMC6403477,,10.1093/jisesa/iey122,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/10/a5/PMC6403477.tar.gz,Match Found,,
35216290,Flavonoids-Natural Gifts to Promote Health and Longevity,"Fan X, Fan Z, Yang Z, Huang T, Tong Y, Yang D, Mao X, Yang M.",Int J Mol Sci. 2022 Feb 16;23(4):2176. doi: 10.3390/ijms23042176.,Fan X,Int J Mol Sci,2022,2022/2/26,PMC8879655,,10.3390/ijms23042176,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/4e/69/PMC8879655.tar.gz,Match Found,,
30700231,Autophagy promotes visceral aging in wild-type C. elegans,"Benedetto A, Gems D.",Autophagy. 2019 Apr;15(4):731-732. doi: 10.1080/15548627.2019.1569919. Epub 2019 Jan 30.,Benedetto A,Autophagy,2019,2019/2/1,PMC6526859,,10.1080/15548627.2019.1569919,,Success,PMID30700231.pdf,
36399256,Rapamycin not dietary restriction improves resilience against pathogens: a meta-analysis,"Phillips EJ, Simons MJP.",Geroscience. 2023 Apr;45(2):1263-1270. doi: 10.1007/s11357-022-00691-4. Epub 2022 Nov 18.,Phillips EJ,Geroscience,2023,2022/11/18,PMC9886774,,10.1007/s11357-022-00691-4,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/ff/d5/PMC9886774.tar.gz,Match Found,,
40773213,Geroscience: A Translational Review,"Kritchevsky SB, Cummings SR.",JAMA. 2025 Aug 7. doi: 10.1001/jama.2025.11289. Online ahead of print.,Kritchevsky SB,JAMA,2025,2025/8/7,,,10.1001/jama.2025.11289,,Failed,,No download link found: 10.1001/jama.2025.11289
28477727,GH and ageing: Pitfalls and new insights,"Bartke A, Darcy J.",Best Pract Res Clin Endocrinol Metab. 2017 Feb;31(1):113-125. doi: 10.1016/j.beem.2017.02.005. Epub 2017 Feb 24.,Bartke A,Best Pract Res Clin Endocrinol Metab,2017,2017/5/8,PMC5424628,NIHMS858143,10.1016/j.beem.2017.02.005,,Success,PMID28477727.pdf,
28194725,Otophylloside B Protects Against Aβ Toxicity in Caenorhabditis elegans Models of Alzheimer's Disease,"Yang J, Huang XB, Wan QL, Ding AJ, Yang ZL, Qiu MH, Sun HY, Qi SH, Luo HR.",Nat Prod Bioprospect. 2017 Apr;7(2):207-214. doi: 10.1007/s13659-017-0122-1. Epub 2017 Feb 13.,Yang J,Nat Prod Bioprospect,2017,2017/2/15,PMC5397390,,10.1007/s13659-017-0122-1,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/93/66/PMC5397390.tar.gz,Match Found,,
17637672,Delayed ageing through damage protection by the Arf/p53 pathway,"Matheu A, Maraver A, Klatt P, Flores I, Garcia-Cao I, Borras C, Flores JM, Viña J, Blasco MA, Serrano M.",Nature. 2007 Jul 19;448(7151):375-9. doi: 10.1038/nature05949.,Matheu A,Nature,2007,2007/7/20,,,10.1038/nature05949,,Success,PMID17637672.pdf,
37130019,Effects of different modes and intensities of exercise on longevity proteins in middle-aged mouse skeletal muscle,"Inoue S, Matsuura K, Eguchi D, Wakayama M, Ono K, Jiang H, Moriyama H.",Physiol Int. 2023 May 2;110(2):150-159. doi: 10.1556/2060.2023.00152. Print 2023 Jun 12.,Inoue S,Physiol Int,2023,2023/5/2,,,10.1556/2060.2023.00152,,Failed,,No download link found: 10.1556/2060.2023.00152
37644339,In-vivo screening implicates endoribonuclease Regnase-1 in modulating senescence-associated lysosomal changes,"Venz R, Goyala A, Soto-Gamez A, Yenice T, Demaria M, Ewald CY.",Geroscience. 2024 Apr;46(2):1499-1514. doi: 10.1007/s11357-023-00909-z. Epub 2023 Aug 29.,Venz R,Geroscience,2024,2023/8/29,PMC10828269,,10.1007/s11357-023-00909-z,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/61/57/PMC10828269.tar.gz,Match Found,,
30222593,Mechanisms of the anti-aging and prolongevity effects of caloric restriction: evidence from studies of genetically modified animals,"Hoshino S, Kobayashi M, Higami Y.",Aging (Albany NY). 2018 Sep 16;10(9):2243-2251. doi: 10.18632/aging.101557.,Hoshino S,Aging (Albany NY),2018,2018/9/18,PMC6188494,,10.18632/aging.101557,https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/43/99/PMC6188494.tar.gz,Match Found,,
31630227,Autophagy plays a critical role in Klotho gene deficiency-induced arterial stiffening and hypertension,"Chen K, Sun Z.",J Mol Med (Berl). 2019 Nov;97(11):1615-1625. doi: 10.1007/s00109-019-01841-6. Epub 2019 Oct 19.,Chen K,J Mol Med (Berl),2019,2019/10/21,PMC7055468,NIHMS1541296,10.1007/s00109-019-01841-6,,Success,PMID31630227.pdf,
39265701,A critical appraisal of geroprotective activities of flavonoids in terms of their bio-accessibility and polypharmacology,"Naskar R, Ghosh A, Bhattacharya R, Chakraborty S.",Neurochem Int. 2024 Nov;180:105859. doi: 10.1016/j.neuint.2024.105859. Epub 2024 Sep 10.,Naskar R,Neurochem Int,2024,2024/9/12,,,10.1016/j.neuint.2024.105859,,Failed,,No download link found: 10.1016/j.neuint.2024.105859
30593426,Deciphering the metabolic secret of longevity through the analysis of metabolic response to stress on long-lived species,de Medina P.,Med Hypotheses. 2019 Jan;122:62-67. doi: 10.1016/j.mehy.2018.10.019. Epub 2018 Oct 22.,de Medina P,Med Hypotheses,2019,2018/12/30,,,10.1016/j.mehy.2018.10.019,,Success,PMID30593426.pdf,
